,Unnamed: 0,Project,Commit,File,Method,CommentType,#Parameters,NLOC,Complexity,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers,org_silo,missing_links,radio_silence,st_congruence,num_tz,code_only_devs,code_files,ml_only_devs,ml_threads,code_ml_both_devs
43,131,logging-log4j2,ad414c1ac0ae6e4d488eefb1a56c2842f48f248a,log4j-core/src/test/java/org/apache/logging/log4j/core/filter/MutableThreadContextMapFilterTest.java,MutableThreadContextMapFilterTest::after(),Not SATD,0.0,9.0,2.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
44,132,logging-log4j2,86fe5452f0c03a9306e561cb8f642d38603ebc1e,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfigDisruptor.java,AsyncLoggerConfigDisruptor::getWaitStrategy(),Not SATD,0.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
45,133,logging-log4j2,a68d3c4e67144cd749d6cf95d724edbc1449e50e,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLogger.java,AsyncLogger::getAsyncLoggerDisruptor(),Not SATD,0.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
46,134,logging-log4j2,a68d3c4e67144cd749d6cf95d724edbc1449e50e,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,AsyncLoggerConfig::getAsyncLoggerConfigDelegate(),Not SATD,0.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
47,135,logging-log4j2,618e6ca56ded70890ddde89dbfdf905c59e35c95,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,"AsyncLoggerConfig::AsyncLoggerConfig( final String name , final List<AppenderRef> appenders , final Filter filter , final Level level , final boolean additive , final Property [ ] properties , final Configuration config , final boolean includeLocation)",Not SATD,8.0,10.0,1.0,0.0,0.0,0.0,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
48,136,logging-log4j2,618e6ca56ded70890ddde89dbfdf905c59e35c95,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfig.java,"AsyncLoggerConfig::RootLogger::createLogger( @ PluginAttribute(""additivity"") final String additivity , @ PluginAttribute(""level"") final Level level , @ PluginAttribute(""includeLocation"") final String includeLocation , @ PluginElement(""AppenderRef"") final AppenderRef [ ] refs , @ PluginElement(""Properties"") final Property [ ] properties , @ PluginConfiguration final Configuration config , @ PluginElement(""Filter"") final Filter filter)",Not SATD,7.0,14.0,2.0,0.0,0.0,0.0,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
49,137,logging-log4j2,618e6ca56ded70890ddde89dbfdf905c59e35c95,log4j-core/src/main/java/org/apache/logging/log4j/core/async/AsyncLoggerConfigDisruptor.java,AsyncLoggerConfigDisruptor::AsyncLoggerConfigDisruptor( AsyncWaitStrategyFactory asyncWaitStrategyFactory),Not SATD,1.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
50,138,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-core/src/main/java/org/apache/logging/log4j/core/net/MailManager.java,"MailManager::createManagerName( final String to , final String cc , final String bcc , final String from , final String replyTo , final String subject , final String smtpProtocol , final String smtpHost , final int smtpPort , final String smtpUsername , final boolean smtpDebug , final String filterName)",Not SATD,12.0,36.0,9.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
51,139,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/main/java/org/apache/logging/log4j/smtp/SmtpManager.java,"SmtpManager::sendEvents( final Layout <?> layout , final LogEvent appendEvent)",Not SATD,2.0,19.0,3.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
52,140,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/main/java/org/apache/logging/log4j/smtp/SmtpManager.java,"SmtpManager::SMTPManagerFactory::createManager( final String name , final FactoryData data)",Not SATD,2.0,32.0,7.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
53,141,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/main/java/org/apache/logging/log4j/smtp/SmtpManager.java,"SmtpManager::sendMultipartMessage( final MimeMessage msg , final MimeMultipart mp)",Not SATD,2.0,7.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
54,142,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/test/java/org/apache/logging/log4j/smtp/SmtpManagerTest.java,SmtpManagerTest::testAdd( LogEvent event),Not SATD,1.0,27.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
55,143,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/test/java/org/apache/logging/log4j/smtp/SmtpManagerTest.java,SmtpManagerTest::testAdd_WhereRingBufferLogEvent(),Not SATD,0.0,5.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
56,144,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/test/java/org/apache/logging/log4j/smtp/SmtpManagerTest.java,SmtpManagerTest::testAdd_WhereMutableLogEvent(),Not SATD,0.0,4.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
57,145,logging-log4j2,30e9563fdb358bfbc334e6b86d3781fc7b281d74,log4j-jakarta-smtp/src/test/java/org/apache/logging/log4j/smtp/SmtpManagerTest.java,SmtpManagerTest::testAdd_WhereLog4jLogEventWithReusableMessage(),Not SATD,0.0,4.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
58,146,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api/src/main/java/org/apache/logging/log4j/util/LoaderUtil.java,"LoaderUtil::findUrlResources( final String resource , final boolean useTccl)",Not SATD,2.0,20.0,7.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
59,147,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api/src/main/java/org/apache/logging/log4j/util/PropertiesUtil.java,PropertiesUtil::Environment::Environment( final PropertySource propertySource),SATD,1.0,15.0,3.0,-0.618181818181818,0.0,-0.163636363636364,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
60,148,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , Lookup lookup)",SATD,2.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
61,149,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , Lookup lookup , boolean useTccl)",SATD,3.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
62,150,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , final Lookup lookup , final boolean useTccl , final boolean verbose)",Not SATD,4.0,14.0,3.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
63,151,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api-java9/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , Lookup lookup , boolean useTccl)",SATD,3.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
64,152,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api-java9/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , final Lookup lookup , final boolean useTccl , final boolean verbose)",Not SATD,4.0,14.0,3.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
65,153,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api-java9/src/main/java/org/apache/logging/log4j/util/ServiceLoaderUtil.java,"ServiceLoaderUtil::loadServices( final Class<T> serviceType , Lookup lookup)",SATD,2.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
66,154,logging-log4j2,262828b193da7c63dd0b45509faaa0fb6e0bf16e,log4j-api-java9/src/test/java/org/apache/logging/log4j/util/java9/ServiceLoaderUtilTest.java,ServiceLoaderUtilTest::testServiceResolution(),Not SATD,0.0,35.0,6.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
67,155,logging-log4j2,15166c8827e734bf26b039f7beef474061ea9127,log4j-api-java9/src/test/java9/org/apache/logging/log4j/util/java9/ModuleUtil.java,ModuleUtil::isOnModulePath(),Not SATD,0.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
68,156,logging-log4j2,5be42b2cfeb5c1dde1ee5b4e7a0fb476083ad568,log4j-core/src/test/java/org/apache/logging/log4j/core/filter/RegexFilterTest.java,RegexFilterTest::testParameterizedMsg(),Not SATD,0.0,14.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
69,157,logging-log4j2,dfc215713abbd211e60a81074f177f49bbd9e406,log4j-1.2-api/src/main/java/org/apache/log4j/Category.java,Category::getAllAppenders(),Not SATD,0.0,11.0,3.0,0.436363636363636,0.0,0.206060606060606,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
70,158,logging-log4j2,dfc215713abbd211e60a81074f177f49bbd9e406,log4j-1.2-api/src/main/java/org/apache/log4j/legacy/core/CategoryUtil.java,"CategoryUtil::log( final Logger logger , final LogEvent event)",Not SATD,2.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
71,159,logging-log4j2,dfc215713abbd211e60a81074f177f49bbd9e406,log4j-1.2-api/src/main/java/org/apache/log4j/legacy/core/CategoryUtil.java,"CategoryUtil::addAppender( final Logger logger , final Appender appender)",Not SATD,2.0,6.0,2.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
72,160,logging-log4j2,dfc215713abbd211e60a81074f177f49bbd9e406,log4j-1.2-api/src/main/java/org/apache/log4j/legacy/core/CategoryUtil.java,CategoryUtil::getAppenders( final Logger logger),SATD,1.0,3.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
73,161,logging-log4j2,dfc215713abbd211e60a81074f177f49bbd9e406,log4j-1.2-api/src/test/java/org/apache/log4j/CategoryTest.java,CategoryTest::testAddAppender(),Not SATD,0.0,23.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
74,162,logging-log4j2,7f0e350fe8aba6b5eaa33ff2bcb6e682955b0ad9,log4j-1.2-api/src/test/java/org/apache/log4j/helpers/UtilLoggingLevelTest.java,"UtilLoggingLevelTest::testOptionConverterToLevel( final String name , final UtilLoggingLevel level)",Not SATD,2.0,5.0,1.0,,,,,,1.0,1.0,27.0,0.5,8.0,12.0,116.0,27.0,101.0,4.0
